uid,mid,date_watched
12489,42783,2024-02-19
2973,38689,2024-01-30
4238,11689,2024-07-01
3739,4410,2023-08-30
4527,5784,2024-06-27
13432,33481,2023-09-16
13663,26752,2023-10-03
10342,38175,2024-05-25
13007,12042,2024-02-01
1371,23228,2024-01-29
5906,35202,2024-04-29
11053,36070,2024-01-16
397,16655,2024-06-16
733,26371,2023-07-31
150,29483,2024-04-15
13108,11587,2024-06-07
8812,5323,2023-11-12
12856,13933,2023-09-21
12410,29300,2023-08-16
8245,25180,2024-01-22
2220,5258,2023-09-15
11574,9778,2024-03-15
459,11250,2023-09-30
6904,21391,2023-10-08
4716,20370,2024-01-11
13718,12882,2024-01-08
13265,9588,2023-09-06
5221,28265,2024-02-27
5217,8792,2023-09-28
1741,41474,2024-06-09
1013,22376,2023-07-10
2892,22612,2024-03-20
6601,42027,2024-03-24
5965,7834,2024-05-15
1626,15755,2023-10-26
8267,42049,2024-03-06
3440,12578,2023-08-28
7768,31096,2024-01-11
7044,21249,2023-08-19
6977,35283,2024-04-21
2001,36738,2023-10-05
3181,31892,2023-11-04
13598,24125,2024-03-02
8247,4567,2023-09-25
5845,2197,2023-09-15
12867,31116,2024-01-20
10362,19860,2023-11-23
9000,11346,2023-11-26
1157,34078,2023-10-19
2071,865,2023-11-06
1391,12056,2024-03-09
13637,38158,2023-12-13
6324,19748,2024-04-22
7736,11979,2023-11-14
220,24600,2024-04-04
4727,35772,2024-05-29
6383,17616,2023-07-11
3691,40728,2023-09-09
11570,39350,2023-12-06
6263,29378,2024-02-01
9890,30032,2023-07-26
7656,42734,2024-04-11
8353,11761,2023-12-09
327,33715,2023-10-10
10443,25763,2023-09-07
9456,34333,2023-11-10
10445,40101,2024-01-05
6466,4945,2024-01-27
4301,13878,2024-02-28
9780,29991,2023-12-13
13005,42908,2023-08-30
8038,34077,2024-06-26
12294,3259,2024-04-04
6986,31630,2023-10-21
6833,37580,2023-07-30
2567,22959,2024-05-18
10947,39466,2023-12-08
13924,20318,2024-02-19
2834,15776,2024-06-03
5496,11040,2023-12-17
1856,29098,2024-05-13
11801,34208,2024-01-02
10262,22554,2023-08-26
10649,56,2024-02-25
971,23162,2024-03-13
3907,32874,2024-06-22
11735,35970,2024-01-17
9599,15185,2024-05-20
1555,670,2024-05-10
10996,12664,2024-04-27
10611,25319,2023-10-14
1828,33735,2024-04-15
1700,16692,2023-10-09
5717,18523,2023-10-05
6862,11657,2023-11-30
10850,15894,2023-07-29
11708,16494,2023-11-30
7081,3633,2023-09-11
3612,30337,2024-03-10
10684,23113,2023-07-04
3830,38453,2024-02-22
11157,13267,2023-08-07
9447,16941,2023-07-20
13141,24004,2023-10-21
8529,32873,2023-07-23
2685,34816,2024-07-01
1158,30870,2023-11-13
4419,17258,2024-03-04
10882,16683,2024-04-26
9206,19623,2023-10-05
5437,30409,2023-08-02
100,8838,2023-11-12
7584,15408,2024-03-11
8754,29310,2024-04-03
12457,6383,2023-11-10
8290,27655,2024-02-23
6061,18896,2023-07-15
8932,33552,2024-04-02
212,21377,2023-11-03
11215,371,2024-06-09
2646,487,2023-07-17
13329,23763,2024-05-07
5655,26614,2023-08-19
4384,3197,2023-11-12
941,42321,2023-10-26
11049,29402,2024-05-01
13798,35030,2023-08-29
13841,10814,2023-11-02
6411,41917,2023-10-24
6564,8573,2023-12-20
13816,28226,2024-01-03
9428,32276,2023-09-26
10097,6844,2024-01-19
9010,1106,2024-06-25
319,43210,2024-05-06
12914,31640,2024-05-15
4303,42488,2023-12-29
6378,18052,2024-06-16
12941,28709,2023-12-15
2143,35460,2023-12-28
6328,11865,2024-04-25
13036,34765,2023-11-07
12702,1426,2023-11-26
9860,6850,2024-05-01
1923,36016,2024-01-25
2012,18977,2023-10-19
4329,34259,2023-11-14
7083,31114,2024-06-19
2121,15402,2024-01-27
3839,12885,2023-11-23
9188,18825,2023-09-22
13072,37564,2023-07-30
10326,34415,2023-09-03
104,16143,2023-07-24
355,5957,2024-01-27
6133,13929,2024-02-07
9960,9722,2023-09-28
2314,11158,2023-10-14
7136,35136,2023-12-19
2155,6697,2024-02-15
5382,27863,2023-09-15
12000,5191,2023-09-06
1714,4664,2024-06-29
8607,39831,2024-06-17
1437,4332,2023-09-30
10663,28550,2023-09-26
2927,16247,2023-08-19
2919,25762,2023-10-11
2089,3263,2024-07-02
11245,7037,2023-08-15
10325,22323,2023-12-26
3585,19132,2024-03-23
11964,4678,2024-03-24
9405,7973,2024-05-15
8079,15330,2023-07-08
1699,37033,2024-03-21
12314,35902,2023-09-16
330,20494,2024-02-25
10256,18596,2024-03-14
12716,21924,2024-01-12
2003,9736,2024-05-25
8662,34458,2023-11-08
3625,42532,2024-06-07
5351,7728,2024-03-17
2730,7765,2024-02-27
8257,27600,2023-12-18
9857,819,2023-11-24
2655,37290,2024-03-26
5510,33893,2023-11-26
3486,5661,2024-04-24
11252,29522,2023-07-28
11930,38410,2023-11-26
6046,34471,2024-04-05
5563,18386,2023-12-29
8102,23297,2023-12-13
12137,23617,2023-07-17
9159,26383,2023-11-27
9539,11140,2024-06-03
6508,32061,2023-08-14
7036,22420,2024-05-25
9601,27786,2024-01-05
4915,15703,2023-11-16
2993,29218,2023-08-30
7641,39292,2024-04-19
172,12398,2024-05-17
7672,40880,2023-08-02
10908,35170,2024-04-24
4322,26941,2023-10-20
695,42250,2024-04-16
1160,28342,2023-08-06
2231,10068,2023-10-08
10736,13825,2023-07-23
10630,13445,2024-02-03
10150,33308,2023-09-27
9605,10975,2024-01-25
12998,38384,2024-03-27
11884,29291,2024-02-22
7038,16017,2024-01-25
12049,32113,2024-04-03
7899,28514,2024-01-22
6660,2957,2023-09-16
6079,8078,2024-05-23
5237,36491,2023-10-06
4765,37856,2024-06-10
2285,43107,2024-06-29
9279,34939,2024-06-14
2807,36160,2024-05-31
2287,39711,2023-10-02
1343,18001,2023-09-18
11341,13807,2023-08-07
12885,12810,2024-02-13
4128,14856,2023-11-11
2092,41877,2024-01-12
13203,29389,2024-04-07
3782,6459,2023-10-09
10438,35525,2023-09-13
4113,6854,2024-04-19
11397,40478,2024-01-24
2065,32223,2023-09-21
8484,18321,2023-11-20
5860,28619,2023-08-25
10913,17353,2024-06-25
1297,7298,2024-04-12
8230,27941,2024-01-27
5662,3204,2023-12-26
7762,39268,2023-08-27
5837,37942,2023-09-11
5883,17274,2024-01-31
5503,25369,2024-03-22
10322,11651,2023-09-11
8764,30985,2024-03-27
9541,41942,2024-06-18
1017,7383,2024-02-19
514,802,2024-05-14
2299,41003,2023-07-19
10884,19734,2023-10-21
1215,9970,2023-09-01
11355,35970,2024-07-06
1045,16734,2023-12-31
2431,32450,2024-04-02
5468,26144,2023-12-09
2338,25706,2024-02-28
2740,28364,2023-11-22
10144,30721,2023-11-23
4707,9973,2023-09-19
1960,33352,2024-05-17
11199,36146,2024-05-16
13524,22413,2023-08-12
11140,24079,2024-05-08
6123,22581,2024-04-18
7421,14856,2023-12-23
13197,36170,2023-09-07
6466,19570,2023-08-25
6454,25739,2023-10-27
7958,6773,2024-01-20
3323,24875,2023-08-24
3814,19732,2023-08-07
11515,10132,2024-02-28
2466,789,2024-01-17
2986,16185,2024-02-21
3851,30898,2023-07-15
4320,2890,2023-11-21
189,9570,2023-09-15
2769,21658,2024-05-04
6993,10142,2024-03-19
10242,19657,2024-01-01
888,21619,2023-08-24
10121,11935,2024-05-03
2211,42538,2023-07-04
5874,23287,2024-04-24
12393,7613,2023-08-09
11612,32070,2024-02-15
11206,16206,2024-04-11
10884,27332,2023-11-15
11492,13935,2023-10-11
13094,10096,2023-07-07
6261,25959,2023-12-11
909,37009,2024-06-29
440,18707,2024-04-01
10636,43517,2023-08-18
8649,38067,2023-10-04
2538,31473,2023-08-28
10552,34630,2024-02-16
10475,23005,2023-12-24
7878,20432,2023-09-28
11292,40089,2024-04-07
11568,38016,2023-08-05
1079,34503,2023-12-18
7885,31386,2023-11-03
9926,4664,2024-04-24
922,38678,2024-06-19
11017,12819,2024-01-20
3626,22687,2024-04-14
7242,23978,2024-06-20
4546,40932,2023-10-05
13730,18455,2024-02-23
11222,13359,2023-12-20
3971,6669,2024-04-26
6054,40770,2023-09-26
221,9922,2024-06-15
3272,34960,2023-07-17
11343,32329,2023-11-17
8890,8860,2024-03-10
11736,23971,2024-04-03
6119,8873,2023-11-28
5204,19231,2024-06-10
4241,26709,2024-05-29
7291,18848,2023-11-17
11820,27106,2023-10-22
11654,4923,2023-09-06
3463,4393,2024-06-30
3892,13542,2023-12-26
13813,19552,2023-11-02
1887,19382,2024-05-08
11148,35996,2024-05-06
5827,22949,2024-06-02
3571,26729,2024-06-27
3512,2025,2024-06-22
1740,16714,2024-02-18
9492,2487,2023-11-24
3125,1156,2023-10-19
2967,10083,2024-06-27
3167,37246,2024-06-22
1949,18570,2024-02-23
4116,7087,2023-07-03
4757,2318,2024-01-27
6609,36390,2023-07-25
5126,4492,2024-05-26
2803,15917,2023-12-31
11789,15249,2023-08-30
7207,2512,2023-10-31
9619,24227,2023-08-24
8488,25026,2023-12-10
3602,42315,2024-01-03
6551,7849,2023-08-08
4307,14275,2024-01-01
13319,30959,2023-09-21
8065,35234,2024-01-11
8861,16305,2023-08-03
631,11295,2023-10-21
1720,26426,2024-02-15
10409,3176,2024-04-08
8068,40618,2024-04-12
8672,27776,2023-12-02
8165,9426,2023-12-12
11568,26014,2023-12-29
8761,27929,2024-02-24
8704,41213,2023-11-14
6585,8211,2024-06-03
3695,2760,2024-03-22
6878,16092,2024-01-03
13321,3,2023-08-09
9241,40959,2024-05-05
5066,30161,2023-12-14
13145,20708,2024-03-16
13585,15249,2023-11-20
1300,5774,2024-01-20
13046,12787,2023-12-23
12407,15038,2024-03-18
2085,1886,2024-03-08
5394,39829,2024-05-24
13092,16332,2024-01-16
3667,40613,2024-01-15
6070,22496,2024-01-12
13567,13451,2024-05-09
6415,9492,2023-09-15
4475,9269,2023-07-19
12445,27758,2023-08-31
13385,41908,2024-05-22
4852,6792,2024-04-06
2808,39940,2024-03-06
10490,28315,2024-02-12
5683,28584,2023-11-04
11407,21551,2023-08-27
1061,94,2024-01-20
5039,35756,2024-02-28
13490,9968,2024-07-01
3527,16219,2024-05-27
783,43221,2024-05-21
4338,8628,2024-03-08
3796,4948,2024-05-17
8628,39420,2024-01-15
5277,23179,2024-06-07
10011,28877,2024-02-25
13766,22909,2023-11-16
6799,35913,2023-10-30
4517,19972,2023-08-18
10079,32585,2024-04-29
1854,8960,2023-10-23
11499,28262,2024-06-07
9276,41066,2024-03-07
10549,39463,2023-07-07
2577,15836,2024-02-04
8153,19258,2023-09-15
1046,3347,2023-12-26
9009,30808,2023-11-22
11676,30419,2023-12-01
2174,11341,2023-10-29
2812,33013,2023-11-01
10619,35394,2023-11-27
11663,36618,2024-03-24
4619,9598,2024-05-22
9787,25558,2023-07-01
8572,7738,2023-12-08
7406,41102,2024-02-29
11782,17277,2024-03-07
7281,7311,2024-07-01
2160,35168,2023-09-02
863,37409,2024-04-24
5585,19345,2024-03-04
11344,10392,2024-04-22
12576,10893,2023-10-23
6740,11198,2024-04-20
5178,13051,2023-07-01
5327,36143,2023-08-10
10448,41616,2023-12-20
11580,43729,2023-09-26
5892,13536,2023-10-06
9233,41003,2023-09-26
5021,43272,2024-03-07
6111,5123,2024-05-30
3430,9853,2023-11-18
12437,5388,2023-09-09
8133,31760,2023-11-14
13182,40400,2023-10-07
4968,39995,2023-11-28
1576,37877,2023-12-22
10188,34879,2023-12-14
6400,33726,2024-06-07
3546,7147,2024-03-13
12351,561,2024-02-09
149,1313,2024-07-02
7738,18206,2024-05-25
10110,11596,2023-09-03
13584,22031,2023-09-07
3557,21330,2023-09-05
11366,38143,2023-08-19
927,2652,2024-05-09
12695,10007,2024-05-04
11093,42702,2023-09-29
6049,35646,2023-10-23
10777,21967,2024-07-08
8614,27847,2023-08-26
7316,21775,2024-06-06
3405,4084,2023-07-18
3395,33514,2024-03-28
6817,8750,2023-11-07
7313,30784,2024-03-25
7871,17326,2023-09-18
3770,18681,2024-04-24
3149,17324,2024-05-05
13670,22685,2024-01-18
8065,34494,2024-02-10
2238,12214,2023-12-06
5302,31832,2024-01-20
9598,42297,2023-11-14
11478,27714,2023-09-11
2633,41622,2023-08-17
12270,7188,2023-07-18
4642,32801,2024-03-23
5714,32584,2024-06-04
8451,14409,2023-07-19
12564,22370,2023-10-08
6707,3415,2023-10-24
5100,19511,2024-06-10
917,12121,2023-09-12
1038,34312,2024-04-05
6245,33040,2024-03-25
4520,5296,2023-11-02
9061,20461,2023-10-24
2293,14964,2023-12-21
11443,11581,2023-12-28
4337,22287,2024-02-11
3790,27329,2023-12-04
3547,19094,2023-12-11
9201,21606,2023-09-09
13954,42706,2024-02-07
1403,6723,2023-11-03
4272,40970,2023-11-22
8800,36913,2023-12-23
10207,38375,2023-11-29
6947,6767,2023-12-29
6130,15929,2024-06-11
3689,21275,2023-09-23
4936,34417,2024-06-28
1504,20613,2023-10-29
13089,34899,2023-11-06
4661,29048,2023-07-06
11477,43357,2024-05-29
4586,37135,2023-12-30
1650,1507,2023-08-07
899,15223,2023-10-24
13316,12364,2023-10-10
1374,19614,2023-07-08
13287,30629,2024-02-03
13459,42627,2024-01-23
7178,4137,2023-09-16
6081,11162,2024-07-02
5714,35458,2023-08-24
11864,23575,2024-04-29
11188,26903,2024-02-13
1482,2811,2023-09-26
13686,11664,2023-07-10
12975,6153,2024-05-03
11048,13,2024-04-15
2774,11163,2023-12-11
2201,22323,2024-02-24
8268,8000,2024-05-12
4318,7220,2023-11-21
4926,5329,2024-05-30
2863,3622,2023-07-18
12240,24257,2023-09-09
3281,11315,2023-12-22
11567,653,2024-06-06
2668,16183,2024-04-13
12903,41581,2024-04-24
2694,36559,2024-06-03
4128,15660,2024-03-04
8523,34414,2024-01-09
1399,10436,2024-05-20
11717,28068,2024-05-01
7463,22259,2024-03-24
5972,28288,2024-01-20
1396,3689,2024-06-05
2636,7690,2023-10-31
2146,1380,2023-08-27
6904,37012,2024-06-03
8728,43006,2024-01-17
10363,27625,2023-10-20
11467,25965,2023-11-05
10944,22892,2023-08-05
12085,38380,2024-02-19
9091,12517,2024-05-05
169,13887,2023-08-16
7076,20308,2023-10-23
10462,24844,2024-03-11
12211,5913,2024-02-08
10376,21515,2023-11-01
5570,21824,2023-12-07
8327,28798,2023-10-04
10368,6450,2023-10-15
7279,1726,2023-10-28
5891,15871,2023-10-09
7236,9305,2023-10-11
13784,7523,2023-12-13
12970,13664,2024-01-02
1717,4785,2023-08-01
8136,9473,2023-09-04
436,28953,2023-12-26
12339,10056,2024-03-23
2169,29509,2023-08-06
8087,12677,2024-01-17
740,25193,2024-06-22
13113,24723,2023-08-18
4358,7447,2024-03-31
8896,4726,2023-12-15
6231,20062,2024-03-19
8741,22672,2023-11-10
11240,1410,2024-04-23
9995,8206,2024-06-08
11759,16366,2023-12-23
3064,257,2023-07-11
3123,15705,2024-01-17
7738,29903,2024-04-22
13084,35759,2023-07-03
2776,1196,2024-01-30
3724,34013,2024-04-21
4320,11416,2024-05-02
3162,39535,2023-08-01
6036,21687,2023-08-17
1481,11663,2024-05-22
12063,28744,2024-03-08
2961,32162,2024-01-15
4883,43082,2023-09-27
11650,2403,2023-10-17
5585,13276,2024-04-16
13176,28183,2023-10-16
4219,14916,2023-08-09
8435,910,2023-08-21
3945,373,2023-10-20
5510,22621,2024-04-20
10345,34113,2023-09-06
7774,8516,2024-01-05
6914,2432,2024-05-27
9423,21055,2024-01-25
8473,32625,2023-09-03
11141,10586,2023-08-31
9537,31959,2024-03-14
1428,1696,2023-11-11
12480,34676,2023-10-30
4245,33788,2024-05-26
6861,1404,2023-12-18
2806,17811,2024-01-26
4948,8856,2024-04-21
12788,38637,2023-09-27
6307,10840,2023-12-14
7574,11,2023-07-28
5503,39099,2024-02-23
10072,9231,2024-05-31
7810,40233,2023-09-01
9037,35772,2024-03-11
1857,29257,2023-08-10
12207,25652,2023-07-29
7196,32384,2024-04-04
7769,39964,2023-09-18
12747,13663,2023-08-20
6217,13740,2023-10-20
576,1790,2024-06-25
248,19421,2024-04-26
7712,23762,2023-09-28
1619,40367,2024-02-14
2215,37607,2023-11-27
2438,38641,2024-02-28
5231,37068,2023-11-15
5855,17358,2023-11-12
1335,39852,2023-09-27
155,38263,2023-07-15
9225,11318,2024-05-28
1734,21535,2024-06-26
6280,25735,2023-12-21
12407,35898,2023-09-28
13445,32873,2024-01-29
8065,40202,2024-06-07
12513,7690,2023-08-30
11856,3568,2024-06-28
1347,20733,2024-02-05
4298,20775,2023-08-30
8458,23196,2024-05-02
9745,37413,2023-12-13
3644,44099,2023-07-12
4292,22258,2024-02-01
7104,4395,2023-09-15
6762,36303,2024-02-17
2417,22229,2023-10-20
9923,12389,2023-09-04
11402,11320,2023-12-29
4185,6476,2024-01-20
7055,31556,2024-07-05
3099,18159,2024-01-22
5231,14729,2024-04-11
424,29546,2023-10-13
3735,31101,2024-02-27
12181,16151,2024-02-20
13903,33215,2023-12-23
8077,32877,2024-01-27
4202,3240,2023-07-31
1436,38700,2024-02-20
11950,36822,2024-02-27
8502,30616,2023-11-30
433,13747,2024-01-12
5990,20922,2024-03-25
12349,22746,2023-12-17
2803,1246,2024-06-21
11439,24854,2024-05-18
1845,27633,2024-05-31
5699,12857,2024-02-17
2516,5106,2023-12-31
7214,35691,2024-06-23
8996,2514,2024-03-31
5414,2802,2023-08-01
6704,32346,2023-12-24
13495,13896,2023-09-03
5482,39750,2024-01-14
12013,8222,2023-07-27
11929,6039,2023-11-28
4088,32032,2024-04-28
8775,15083,2024-03-24
8139,14649,2023-09-23
13944,365,2023-09-04
8333,34569,2023-11-10
11646,14111,2024-06-30
4968,5959,2023-09-20
13422,9097,2024-05-14
4901,7437,2024-05-23
8687,21178,2023-10-06
12277,26755,2023-09-11
6008,24545,2024-05-22
7219,12639,2023-07-30
3252,180,2023-11-02
12632,3874,2024-01-26
485,17571,2024-03-28
12140,17158,2024-01-29
4525,4461,2023-11-10
8915,353,2023-12-04
7781,21587,2023-08-16
4327,5345,2024-06-21
11217,4508,2024-06-27
8102,37599,2023-07-22
1616,43989,2023-09-21
9113,32886,2024-02-19
13109,16866,2023-08-29
1595,37056,2024-01-04
6832,27214,2023-08-27
3389,4478,2024-03-15
5180,6534,2023-12-09
2514,23397,2024-04-26
9221,12756,2024-05-01
3137,866,2023-07-02
4592,11174,2024-03-27
1561,38098,2023-11-20
3656,33372,2024-01-04
709,38525,2024-06-16
5487,11255,2024-06-05
7788,4019,2024-02-09
9469,5193,2024-07-01
3318,2016,2023-12-27
7233,42619,2023-07-23
2762,3381,2024-06-19
8075,28344,2023-08-06
13504,3771,2023-10-15
225,5830,2024-04-22
13577,34382,2024-02-14
3078,15546,2024-05-08
4373,18264,2023-10-05
7221,38141,2024-04-06
12746,43307,2023-10-18
8325,25676,2023-08-06
7789,25363,2023-08-09
12246,149,2023-09-23
6735,1755,2024-04-27
11874,26746,2024-01-04
5563,7379,2024-02-25
1015,20141,2024-06-22
7659,9372,2024-06-18
11056,27000,2023-07-19
12398,12780,2024-06-11
8779,31076,2024-05-20
13832,30698,2024-03-17
9418,9796,2023-12-05
11808,38461,2024-04-29
8597,4219,2023-10-20
9025,37572,2023-11-21
3336,11673,2024-03-12
640,31043,2023-07-18
10748,35951,2023-12-31
4441,11010,2024-04-12
13141,19545,2023-11-08
10091,29382,2024-04-06
11499,25288,2024-03-01
13680,2587,2023-07-08
3905,2649,2024-01-09
7301,40082,2024-05-13
9100,18102,2023-07-07
12411,21693,2023-11-13
13340,7408,2023-07-19
2127,17255,2023-11-16
12859,15235,2024-07-01
12700,22212,2023-12-24
8531,29481,2023-07-11
13130,24847,2023-08-10
13079,42504,2023-10-22
366,15322,2023-12-27
3606,12647,2024-01-10
1866,22118,2024-01-12
9549,4894,2024-06-12
10711,9477,2024-02-10
4456,17271,2024-05-26
7164,21703,2024-05-18
1015,4383,2024-03-17
8285,1786,2023-10-24
3525,11736,2023-11-27
4530,30178,2023-10-26
12771,30713,2023-12-12
10911,16680,2024-03-08
3855,43014,2024-03-23
2145,35366,2023-08-13
11787,17065,2023-12-28
1260,30564,2023-09-15
8662,33093,2024-07-08
2128,26868,2023-10-24
6562,33755,2023-09-05
240,19503,2023-07-13
4483,761,2023-09-30
7927,24143,2024-03-02
8718,41997,2024-03-23
8991,17291,2023-11-16
8268,5500,2024-06-05
2727,365,2024-02-29
4589,19798,2024-06-05
8151,40796,2024-03-29
7606,32536,2024-04-29
9250,16106,2024-01-07
10521,7940,2023-10-05
10328,13937,2024-05-26
1923,42030,2024-01-21
10395,15864,2023-11-14
12355,12562,2023-09-15
9225,10448,2023-08-06
4900,30625,2024-04-11
901,12412,2024-04-28
9750,19466,2023-11-12
7581,38217,2023-11-19
13708,19643,2024-03-10
11702,31263,2023-08-17
8297,30364,2024-03-11
13468,2108,2023-11-11
1963,7929,2024-04-15
7973,19318,2024-01-24
13154,25018,2023-10-09
5785,13529,2023-08-15
7922,13314,2023-09-08
5524,1560,2023-11-13
9171,15168,2024-04-05
3659,15344,2023-09-05
1484,38599,2023-07-04
11688,7524,2024-02-09
7369,28440,2023-07-01
12608,15525,2024-04-15
919,13286,2023-10-17
2360,10974,2024-03-21
1031,22695,2023-09-01
11087,35775,2024-03-22
10840,4303,2023-11-15
6497,22392,2023-08-13
3940,4612,2024-07-08
1891,9373,2024-03-18
8340,24313,2024-02-01
7309,14081,2023-10-29
821,15083,2023-11-29
2831,42862,2024-01-29
13927,30678,2024-02-19
11457,20875,2024-06-15
13426,8379,2023-10-19
2008,1598,2024-06-25
9883,11601,2024-05-15
10201,3748,2024-02-07
7752,13880,2024-02-11
2561,13018,2024-01-26
11024,24816,2023-09-09
9136,18965,2024-06-24
10396,28813,2023-09-27
7407,40201,2024-03-18
8289,24715,2024-06-30
12542,18891,2024-01-04
8001,4726,2023-10-20
12356,43206,2024-02-24
4971,20685,2024-03-12
7382,26326,2023-11-27
987,32543,2023-11-04
10317,13093,2024-05-14
11447,30383,2024-03-30
10663,39771,2024-05-28
4770,25458,2023-11-16
2028,6132,2023-10-11
1475,25216,2024-02-27
11968,12613,2023-10-25
1385,37306,2024-01-30
1735,13092,2023-07-17
13334,35104,2023-12-26
7585,37090,2024-02-09
10969,29760,2024-03-26
9274,560,2024-05-08
1313,714,2024-06-13
5111,37362,2023-11-11
6976,15185,2023-10-22
9642,15262,2023-11-09
12552,20373,2023-11-16
12903,32141,2024-06-29
13869,33025,2024-02-17
12422,32545,2023-09-30
9847,38,2024-03-23
9705,43033,2023-10-07
1049,12698,2024-01-23
9270,41421,2023-07-08
7386,31708,2024-07-04
1069,26017,2024-05-16
4228,34601,2023-10-01
5465,23985,2023-12-05
4067,5168,2024-06-24
5390,433,2023-10-07
9200,4152,2024-02-10
12836,6412,2024-06-04
8323,30789,2024-01-24
11674,26624,2023-09-11
9998,22105,2023-08-28
3115,257,2024-04-12
9082,33440,2023-09-02
4131,33258,2024-03-12
5163,39658,2023-08-17
12975,18067,2024-04-04
5328,32747,2024-01-14
11398,2461,2023-12-05
9611,37298,2024-05-06
412,34744,2023-07-07
2491,3217,2024-03-04
2257,14268,2024-07-02
2840,9582,2024-02-17
13729,4516,2023-10-14
1686,22077,2023-10-06
11398,9777,2024-03-24
6278,21948,2023-08-29
4025,2964,2024-05-03
10283,6787,2023-11-17
1407,13867,2024-05-23
9572,38969,2024-01-06
4406,32306,2023-11-02
7409,17361,2023-12-10
2478,40114,2023-08-29
3334,32814,2023-07-31
2234,1194,2024-05-28
1799,4513,2023-09-14
7019,22667,2024-02-28
457,16631,2024-05-12
2699,8984,2024-03-14
10003,637,2024-01-06
13576,3776,2024-05-10
12738,2422,2024-04-21
4381,13026,2023-12-24
3833,9281,2024-04-13
2564,36952,2024-04-19
4890,11352,2024-06-12
6245,38092,2024-01-23
651,30172,2024-01-31
9112,3645,2024-06-08
2903,16143,2023-11-18
5245,7774,2023-09-23
12808,28467,2023-12-29
7656,10779,2024-05-27
2814,12502,2023-11-05
6601,2109,2024-03-25
11795,29370,2023-08-08
3836,36383,2023-07-23
9861,25819,2024-02-27
4093,10252,2024-06-30
10416,23342,2023-10-15
2498,11679,2024-06-12
11616,14368,2023-11-19
8875,29673,2023-11-22
10299,4333,2024-04-05
9834,12003,2024-03-01
389,20285,2024-01-07
10272,15701,2024-04-15
5438,13770,2023-12-26
13931,29319,2023-10-20
11404,24324,2024-01-30
9977,27611,2023-11-15
1231,6964,2024-07-08
13639,7839,2024-01-16
2159,12244,2023-07-07
12742,27940,2024-06-10
7104,1846,2023-07-13
13082,16767,2023-09-18
4638,36881,2024-04-11
13057,12781,2023-12-06
1102,42857,2024-03-28
5540,1510,2024-01-17
