uid,mid,rank
4756,32032,2
10372,4550,2
11076,20646,4
10539,4974,5
10181,17741,4
7059,14843,1
7162,29955,2
12792,26934,2
2210,22642,4
2362,9689,2
11083,23471,2
7560,33698,5
12787,4588,5
4405,20449,4
6766,39828,2
6948,42989,4
10869,554,5
8614,7046,5
7378,32918,1
2948,10129,5
2831,33725,1
5275,30285,5
13339,1936,3
9808,23134,4
6664,35242,3
13535,36675,1
4931,34631,3
10050,30385,3
9109,32644,2
12573,36418,3
3666,20318,1
3761,15449,2
8661,32445,1
11710,6041,5
1223,21805,5
9821,5350,2
12414,42592,2
9414,8504,1
10288,19122,3
6881,1432,2
12621,34544,4
9615,37154,4
4069,38674,2
11153,12637,4
6380,31813,1
5061,18427,3
8809,43668,4
12208,910,2
2655,7528,1
4571,43836,1
8831,6856,2
3192,19890,5
647,21945,2
12225,21858,4
788,24476,3
5930,41458,2
6889,13484,5
12254,33574,1
13257,31530,4
7143,33979,5
10367,6213,5
9795,29981,2
2875,41350,5
12336,28832,4
3720,29368,3
3832,35548,3
8625,17179,3
13980,103,4
12475,13263,1
12319,6173,5
1629,7198,2
9544,24631,3
13698,10992,4
7351,25533,4
6091,37621,1
5623,34032,4
11102,36532,4
13126,43284,1
2196,2029,2
8021,18314,3
2508,40795,3
6120,29855,2
13366,9953,3
715,33698,1
7667,15456,3
1069,12680,2
4766,30366,1
6871,8918,2
7879,33427,2
5763,12292,3
12281,25651,5
3300,36813,2
6806,7385,4
3154,31735,4
5357,40282,2
1769,42569,3
9504,31990,2
9016,16768,5
1907,18709,1
3524,26441,4
7268,21231,4
6168,10257,1
8298,40534,3
786,28282,4
1620,16454,4
10535,19508,5
4819,27907,2
1382,13194,1
10459,15630,5
5049,33513,4
11360,12403,1
5171,9217,4
1036,5051,3
862,2439,2
10477,41588,1
9352,22451,3
12506,10297,3
2750,14728,4
3112,40112,4
1668,5598,1
4021,10245,5
8918,10054,1
1327,18649,5
11820,6882,2
7473,19482,4
3168,1026,4
13903,3622,4
8487,4404,4
3453,22526,2
6530,19730,1
4699,36193,5
8646,12502,4
7277,23825,3
2907,32813,2
13818,9403,5
11528,41554,1
7970,1927,1
11175,16083,3
9767,33375,4
5117,29808,2
7860,5150,5
6417,25192,5
6872,43810,1
8811,30950,2
10712,27851,3
10294,2413,4
8257,20949,5
964,39682,5
9172,18993,2
7744,29003,4
8873,24777,2
9112,8303,5
3006,12092,4
5963,5664,1
12002,41067,1
6464,2535,3
3388,9586,5
11122,32935,1
2442,17789,3
9812,2775,2
9411,25145,4
13774,24126,5
8115,31770,3
7383,4095,3
858,30756,2
11647,36219,4
3490,29001,2
13378,25598,5
8985,38298,1
8394,41349,1
2589,11158,4
5854,11768,3
10655,43727,4
8733,17982,2
943,5959,2
13970,42877,2
2013,25153,2
783,25366,5
6401,37841,4
1782,10910,4
12808,12615,2
4445,30710,4
4303,13342,4
13071,17375,2
12428,5291,2
13139,23587,4
6399,16341,4
2982,14561,5
12024,26014,1
5993,19077,2
8221,19666,2
13047,10924,5
6809,10936,2
7786,24491,1
296,13830,2
2685,39894,5
5503,1949,5
4058,33462,4
12220,11925,4
7829,42682,4
13940,13821,4
12486,35467,3
1136,17592,1
3716,3353,5
11032,28122,2
9067,23137,2
3523,7974,1
11385,25124,1
2685,10367,1
2292,8223,4
4492,35681,3
9226,15417,1
7267,3186,1
2827,30744,5
10329,9162,2
8389,17468,5
8658,25255,4
296,30298,1
6394,10189,4
8474,32518,4
13034,17939,3
8516,32823,4
3235,27947,2
1647,30050,4
5366,14666,4
3708,28995,3
13978,39141,3
3932,36302,3
12326,11109,4
1389,7551,4
13925,23751,2
5302,38586,3
12962,10691,1
468,14771,3
7652,10458,4
10129,17958,3
13330,20829,4
1640,13147,2
13593,14203,5
5542,9850,1
4150,16991,1
2671,22954,5
5146,10069,1
678,21774,2
8942,4882,3
7794,24181,5
2315,37892,4
3645,22164,3
5023,29676,2
261,26593,4
10096,23727,3
4101,4559,1
2392,41997,5
715,23083,4
8357,32315,5
4628,34694,3
3278,25979,2
9725,12004,5
8532,14602,1
6216,38558,4
1445,22099,4
6580,9981,2
11607,8952,4
4232,33367,5
8592,4905,1
9017,31161,2
13315,2767,3
6856,33160,1
6761,20222,4
1780,35683,5
9705,28768,2
12377,20111,1
7750,29462,3
7916,31618,5
2444,23722,1
10565,6882,3
3788,15333,1
12837,39993,3
12622,22102,2
4147,12742,1
3615,1250,3
7938,18459,1
13077,2015,1
1043,43452,5
4787,3241,4
12654,42531,4
5398,18019,5
10225,17917,1
11315,20031,3
11329,9706,3
6391,15377,5
2071,1836,4
449,42566,2
3290,9180,1
8440,33675,4
7293,1621,5
11861,31091,3
8618,4339,1
13879,2424,1
1668,24420,4
561,5177,2
9852,15165,4
9090,25654,1
2079,23506,4
7572,38767,3
8787,31978,1
6809,41145,4
3346,27517,1
149,9917,5
10630,36117,2
9538,39139,3
4086,23520,2
921,42626,2
1512,29847,4
1502,5137,2
1132,12492,3
5998,16407,2
9920,6288,2
12486,34174,1
6562,17579,4
1701,41412,1
8411,10557,3
6345,34452,3
11821,25006,1
8648,13147,1
3318,5442,1
13275,16654,1
6210,42084,1
7393,32133,1
4628,17427,1
1736,15926,4
109,14896,3
5194,20002,4
6652,17865,2
7793,40132,3
10576,18071,2
8795,35551,5
4195,15526,1
6746,98,4
6900,36233,4
7858,21789,4
1227,12315,1
11491,32237,5
13163,11058,2
949,38507,5
2121,26564,1
7184,16624,2
12138,1037,1
9625,22517,5
8004,6123,3
10841,31787,2
5805,11693,5
8448,29293,3
1351,26735,5
6511,39719,1
12942,25042,4
9387,34482,2
8031,8309,2
13977,4715,3
10759,15754,4
12416,14631,3
3804,33107,2
1751,39531,3
9967,21658,3
1264,24828,5
7911,11345,4
11946,39999,4
13454,1944,2
11160,21022,5
11845,5386,4
5127,39030,2
2351,35403,1
11183,1892,4
13964,28988,1
10778,9968,1
7521,34739,2
13604,22203,4
10779,12858,5
5098,9833,1
12721,18486,4
513,16334,1
11796,22160,5
7786,34520,2
12262,22508,5
2446,27676,2
11410,35471,4
3000,31231,4
12350,35691,4
3719,22729,3
11157,29980,5
11405,4226,3
9304,15724,5
11816,2588,5
11374,14302,1
7503,4154,1
1463,24194,1
1132,30055,1
10577,993,1
11225,37279,2
8100,29401,5
1276,39586,2
6966,12095,1
13974,19514,3
13973,28135,5
9841,8679,4
1165,18639,3
9793,16307,4
13306,7808,1
6808,32144,1
9357,24767,4
12997,7399,3
11698,35741,3
11407,20355,5
13722,34114,2
12664,28487,4
13480,41413,4
11454,31658,1
7474,38548,3
12774,39919,2
12687,13862,5
9850,30285,5
806,13707,5
13168,15922,1
4367,17814,5
7254,4807,5
11778,19616,3
3646,20576,2
5289,11118,2
6484,28784,3
5384,13911,2
3503,17546,2
1354,4091,2
5785,30836,3
3076,40834,3
11759,18774,2
13622,30332,1
10313,36482,5
7680,4123,5
549,17302,4
8300,22626,4
584,985,1
8145,34551,1
5797,13028,5
12688,32744,4
1920,11555,3
10979,30,4
9053,8807,3
9291,34890,2
3914,7740,4
11380,31148,3
2065,30677,3
6750,31832,5
8857,17627,1
13149,14071,3
9961,14414,2
5682,8828,2
7808,31865,5
1392,358,5
5197,16625,5
6949,28641,3
8210,31858,5
13647,4448,4
232,34736,4
4944,24719,3
11920,22790,1
12444,30263,4
8146,34788,2
7187,43274,4
2601,31929,3
11007,27015,4
348,3658,4
1122,14200,4
12281,13782,1
7755,24290,4
1188,4790,1
5584,14333,5
12354,42181,2
3718,21114,4
8124,42524,3
4779,7855,1
6068,39186,3
13222,43467,5
6599,17402,5
3749,41718,4
6193,19969,1
10582,35436,2
13703,42760,4
13330,13664,1
11840,15073,5
3400,18600,5
4310,9201,1
5642,23088,2
3225,33465,4
9321,16061,4
13440,25595,4
3813,14817,1
12097,1117,4
1251,33757,3
5682,18213,4
7967,10270,1
2440,42045,2
12331,10544,4
10782,32697,4
13708,39397,5
5847,18947,5
7182,38739,1
12848,24441,2
9639,21789,3
7919,7800,5
3581,17387,4
8709,25148,3
5454,20915,4
9710,23054,2
13174,43883,2
10590,26283,1
241,40276,5
8892,41535,2
11613,36191,3
11169,27432,5
11487,436,2
3025,16519,3
4713,41764,4
3510,31774,1
12750,25569,4
7764,24214,1
6787,2662,3
10110,38876,3
12769,31409,5
6596,13310,3
3453,33044,3
11232,29351,3
13741,23180,1
4408,16212,2
10481,7378,1
9142,26954,2
1988,23904,3
2495,4279,5
4110,21837,2
4401,41011,5
7921,9202,1
6878,19942,2
9361,154,4
4981,23951,4
4353,971,1
13908,17330,1
5713,34264,5
12505,13092,5
4253,27664,2
5138,32002,1
573,9330,2
13786,24813,4
4138,14243,1
10844,24741,5
7394,11232,2
3423,25262,1
2858,31743,3
5717,13571,2
13304,23908,2
11297,16748,4
9354,10833,2
6886,6158,5
13889,17002,3
2077,194,5
4553,1120,5
12489,31761,1
7249,32243,5
10069,38614,4
13449,23582,1
5196,27166,2
1729,43970,3
3461,40485,4
3041,16473,2
2645,43775,2
6452,1446,2
7486,16939,5
2529,39688,2
9918,39922,1
12205,31620,4
13498,13066,3
10512,42647,5
12941,7171,1
9844,32656,3
13714,11050,2
8813,6919,5
5143,24874,1
455,4600,1
6066,3515,2
2028,394,2
13552,33298,4
9251,6496,2
5148,1714,5
13103,636,2
11786,23004,2
12939,42078,3
7540,14282,3
132,42593,5
10341,20470,4
10650,5121,1
1136,4716,3
2964,32323,5
3816,38459,3
329,3141,2
8294,17384,1
8342,21473,3
11472,17496,2
11466,14871,5
6894,2104,4
10173,37894,5
4829,19758,1
11763,23139,5
12189,9029,1
11146,23092,1
5407,25974,2
12684,16100,2
899,33844,3
10927,27661,2
4547,32560,3
12463,7429,2
2515,18913,5
8072,27729,3
8801,41181,2
322,18722,5
11551,33724,2
9567,34747,2
12770,32142,2
6528,16129,5
7540,28112,5
9204,17586,4
7226,43383,1
5256,13685,1
4353,4372,4
1760,6919,1
10289,25036,1
6777,11214,2
6323,22212,4
3296,4753,3
9670,10328,4
13124,6092,1
11996,22999,2
7616,22944,3
1718,25258,1
5915,21379,1
11706,34636,2
9486,15724,5
12265,11818,3
6201,169,4
10308,26771,5
8725,15224,5
12542,8028,4
8426,21619,1
8844,39351,2
8807,29949,4
12259,5218,3
3237,31271,2
12489,1500,4
9764,28563,3
10614,18129,2
9962,25897,2
12830,22416,4
10229,42407,1
13467,3895,5
6322,43233,2
8358,30037,1
2238,32309,5
2970,31795,1
13147,12272,1
12594,32176,4
11526,6919,3
8243,30438,3
13900,19599,5
2966,37258,5
5929,42681,3
3494,21763,2
2491,28341,3
10733,28244,2
2400,21892,1
3431,998,4
6448,18704,4
3676,32420,3
3181,15974,1
816,33923,5
7262,32785,2
11749,17831,2
3178,42504,1
7936,42232,5
5486,14469,5
13948,8965,3
577,26969,2
7532,11372,2
9392,28286,4
3456,15431,4
9128,19919,1
7353,31189,2
3415,14980,1
1049,1596,1
2383,39614,4
7031,17128,1
11633,12303,1
10275,208,4
2507,3312,3
8683,31220,1
13539,23933,1
2751,5851,5
12965,12720,2
11656,28789,4
9577,18581,2
9990,14136,3
10482,29137,1
6216,33797,3
930,35252,4
9825,42871,1
4144,14948,3
9590,24708,1
12863,43636,3
2561,33994,4
2800,462,2
11560,16536,1
10556,12367,2
6337,24530,1
6451,23230,5
1931,42358,4
10295,34262,5
9071,37932,5
5799,22789,1
10722,28058,4
2158,18405,4
10436,40122,3
8311,15933,2
12112,33338,1
1450,40825,1
925,21516,3
5497,33603,1
5047,11309,2
687,255,3
11252,2662,3
9352,18224,2
1060,1738,5
8036,12327,3
13006,29081,4
2122,5214,4
11651,44048,5
7076,8797,1
12547,16821,2
6641,40876,2
10116,24869,3
12238,462,5
3328,12129,3
13093,18048,2
11007,31584,2
6124,16806,4
360,35619,3
6598,39926,1
4511,33618,1
3369,14228,1
12040,42737,5
11679,9652,4
13555,4638,3
8161,3554,3
7291,11523,2
2217,28205,5
8784,28064,2
1458,16692,4
7877,17649,5
13318,5340,5
11320,5849,2
9339,16878,4
13560,21472,3
7222,5023,4
13592,31481,4
6504,38023,5
9341,4355,5
10251,22454,2
7469,8839,1
289,13726,2
10796,29812,4
10370,38979,5
11639,21515,2
416,10480,1
11418,12938,2
1797,10405,5
5701,32860,1
7771,31819,5
11719,26621,4
788,12664,4
1330,3968,4
8420,27489,4
4880,30374,3
6063,841,4
1556,21319,4
3567,15848,4
6670,30124,4
2604,9158,5
12527,7433,5
3111,11195,4
6720,7405,5
10602,20388,2
7110,28038,4
7877,37983,3
3083,5157,1
9883,14186,4
12547,15373,1
12094,13435,1
2959,28195,2
4785,8374,4
6854,29416,3
2546,18337,5
8549,22598,5
1410,40150,3
2167,31853,5
6720,33584,2
11705,29866,2
12004,4735,2
6600,4686,2
1099,18410,4
4316,15328,1
12561,18287,5
8176,14551,3
10959,25395,4
12719,24935,2
13802,1925,3
5338,21032,5
6776,2702,3
516,16720,1
4045,3148,2
6523,722,2
13332,40195,5
11174,14347,4
11006,260,1
8886,7537,1
9042,19542,2
571,5284,1
1356,6324,2
1677,43799,2
11857,17883,5
13098,43347,3
13074,34978,5
7323,9301,3
8776,40965,4
5467,38919,1
567,27786,4
932,25179,3
6556,17866,5
7427,328,1
12382,14955,2
13320,40087,1
13626,5336,3
9978,24792,2
8448,20522,4
5544,22067,4
2906,36190,3
2816,27285,3
10987,19638,1
11348,33557,1
4120,31477,5
7755,36020,5
11876,29844,4
13062,23561,2
7657,15988,3
9969,489,1
5717,31831,1
3547,32698,2
8934,21866,5
12511,25776,1
4982,19375,4
3542,16606,5
7713,26016,1
6683,618,5
2665,6310,4
2885,7827,1
4149,16091,1
6603,16609,4
10528,31940,4
12439,24521,1
3445,3828,4
4307,16258,3
504,34685,4
2954,39841,1
10270,34820,1
9031,602,4
8029,15452,5
13352,5275,3
10961,30927,1
2757,8675,5
2734,21911,1
12415,5369,2
12662,22488,2
10486,9875,5
3703,30452,3
5444,27547,3
2595,2668,1
6129,42347,1
2240,30135,1
4539,14285,2
7274,19071,5
6161,18041,4
6133,8584,2
6568,28942,3
5900,25693,5
4419,6394,1
5170,39094,3
5194,12569,3
12342,5058,3
12009,24119,3
9658,24999,5
2100,14603,3
5356,13988,4
13638,27945,2
9239,43883,4
4118,4206,2
13052,29056,5
6428,762,3
980,32196,4
11530,11126,5
6387,24586,4
9030,35197,3
9403,15773,2
7203,43962,3
7004,36856,4
6323,2832,5
11150,24319,3
13890,40321,1
5467,22159,4
7986,23235,1
11377,33832,2
6754,20930,3
2827,1873,1
2064,25461,4
11965,28393,4
5586,1375,3
8774,13428,3
7275,34709,5
7982,16632,4
8930,19145,1
6035,20837,1
12294,42803,2
13210,21650,4
7537,36951,2
2639,3869,3
6045,32354,3
11918,14142,2
11098,16155,3
11620,23071,1
2118,25400,5
8455,12012,2
11701,36070,4
6914,2770,5
8518,43553,3
2637,9326,1
11933,26952,1
2832,18816,4
11590,30312,3
10016,15534,4
1411,37973,5
13607,685,5
6535,11736,4
2208,38547,5
5795,35863,5
982,38784,1
812,36434,4
5291,29933,4
8577,20264,1
2948,28385,2
12906,18230,3
13406,23041,3
558,5761,5
545,1916,4
3717,7077,4
4861,4794,1
1471,1263,3
3020,28761,5
13969,12652,3
3618,23427,2
5700,14437,3
9143,28963,5
12999,22237,4
1345,13265,5
1706,7929,2
962,31690,2
12540,33096,1
3243,11574,4
13252,9323,1
2577,35868,1
13770,30421,5
11830,13851,5
8080,38823,1
1749,32732,5
7227,11312,4
3324,39580,1
13666,10301,4
10714,28091,5
6240,27553,2
9445,24722,3
6025,23227,3
3175,33756,4
1455,23435,3
11125,1727,2
1002,25760,1
8485,30173,1
2550,37977,5
3460,25837,3
5374,5952,4
9600,10095,2
12717,1021,5
8009,40720,3
8615,33315,3
3276,27618,2
3428,19125,3
4996,26273,3
5803,2083,5
9972,20971,4
12636,33029,5
13662,27352,5
10341,36732,3
12342,35475,1
6230,32162,4
6481,5339,2
8395,21401,2
3043,41174,4
12709,33809,3
8083,40328,4
9042,9534,1
8243,15194,5
13835,10712,3
3821,9516,2
12034,2132,1
11671,21824,4
5569,9201,1
12921,17,3
2718,31735,2
1568,25526,5
9355,37080,1
5193,26889,3
5654,15741,5
9271,29867,4
4596,11619,1
6009,24602,3
8459,5805,2
12907,26687,5
2140,25337,5
13279,30461,5
11389,34321,1
13259,32576,1
9125,21080,1
3778,938,4
7690,425,3
11597,3052,2
10424,12239,3
13379,2695,4
1362,422,3
7112,9850,5
7224,41645,3
4483,2423,3
9364,12178,1
11603,7317,4
11726,4112,4
13812,36993,4
5458,35170,4
13409,29151,1
7166,20579,5
4046,28843,4
2265,24688,4
7392,4164,3
9114,42713,4
3034,38496,1
8159,3617,5
10520,33782,5
8838,7392,4
1403,42453,2
12818,37596,1
13683,32828,2
7081,32119,4
7955,13426,1
4475,14465,4
8252,21804,1
13266,24719,3
1141,9261,5
4282,36109,2
4868,15942,4
12066,7301,5
9466,43395,3
595,4555,2
9256,6772,4
4027,26056,3
11411,3568,3
10163,40713,4
5895,20761,2
13543,40786,3
7915,13286,1
302,16644,2
4453,16889,3
1854,23899,4
7855,3795,3
12427,39739,2
9075,30108,3
6380,36098,5
2187,19352,4
10899,33056,2
2411,16260,2
8213,27205,2
3078,22286,4
11302,40912,3
10747,33380,5
3618,27153,1
8477,9940,5
13271,7908,5
11283,24593,2
9353,3140,4
2354,35019,2
11060,28781,4
11275,30633,1
13119,24303,4
8889,25940,1
11639,36844,3
6257,29871,5
5832,40771,1
1588,12993,3
467,21972,4
12078,6587,2
4062,823,1
12224,15544,4
3983,29666,4
10447,19655,5
7661,3994,3
11039,11361,3
6210,38206,2
9367,31851,4
10709,4148,5
1842,8233,3
133,11277,4
11966,18536,2
6981,43051,1
694,3710,5
7821,5724,5
6647,42537,3
10411,22623,5
2503,40741,3
12544,17207,4
6195,24502,3
4048,10292,3
11754,25227,5
5946,1635,4
4909,4077,3
6794,36274,3
7722,25277,5
5920,10606,4
6127,37488,5
11254,31281,1
9680,27904,5
9939,37040,4
10681,34807,2
5556,40832,2
1357,5732,5
9998,33118,3
2657,3153,1
8574,10248,2
9749,27771,1
7044,2206,2
7633,19565,3
130,29786,5
11047,2536,3
12552,24722,4
12802,12861,3
3760,17671,1
7869,13888,5
571,23811,5
10113,25359,5
13745,1948,4
5355,15311,3
7742,29251,2
10034,14466,2
7799,16641,1
3086,17802,1
4209,8302,5
2647,42018,4
13385,21118,1
2137,18566,3
2789,36653,5
3379,38721,3
5201,37166,5
12609,29908,4
13083,14823,1
10557,36480,3
9501,39907,4
7757,7405,1
13450,12807,3
11488,14865,1
9932,33750,4
10323,36321,2
12033,16319,3
12069,20380,1
5147,5407,3
12945,12602,2
7193,26645,5
6814,41363,4
707,7287,5
9900,3018,5
10021,23487,5
10097,3202,1
10759,30131,5
13319,1342,1
7109,14526,4
3577,26546,2
12434,5566,4
7706,30078,3
6612,14288,5
8960,5986,4
13885,25169,4
12465,19523,5
2888,9905,2
5494,16684,1
2001,35254,4
7554,6121,4
1968,22487,5
11150,32717,1
4816,28950,3
623,43094,5
6555,22361,5
9647,17247,1
10649,20705,5
8354,18027,5
5291,13851,3
1477,21781,3
11453,42203,2
11486,14536,1
8234,29403,1
10738,5726,2
4786,25224,2
11095,32146,5
9824,30028,2
2857,21902,2
909,3102,2
7414,3574,3
9219,25986,4
4723,5061,4
6850,43899,5
12110,35745,4
11473,6596,5
12268,21937,2
2287,33860,4
4187,42862,3
827,32310,1
2782,28673,5
6156,41392,2
4589,34048,3
13334,2222,5
949,35981,3
4935,19153,2
7323,12531,5
5354,23125,4
370,12296,3
13855,20363,5
8209,28388,2
8741,11404,2
1076,39216,2
11581,9515,1
1606,18643,2
4557,29153,4
1297,26189,1
9857,13218,2
9712,5152,5
13168,7146,2
11619,26966,2
12616,21879,1
8927,38222,4
4797,16924,2
7297,30140,4
11313,28751,5
6917,3322,1
4980,12171,5
12472,9907,3
7320,23815,3
8529,30572,3
4199,12070,5
5989,23435,2
7487,16103,2
5973,11933,5
11861,22712,5
4398,25900,2
1097,7409,2
10272,4867,1
11842,22838,1
1402,34854,4
126,31987,1
386,3687,4
1737,31478,2
13544,3910,5
10939,8639,4
4468,11234,4
1517,40327,2
2704,19466,5
8345,41419,5
836,27983,5
6539,43662,3
4818,24044,4
3071,7427,4
6581,39259,3
2039,22624,3
13266,29158,2
12986,16796,3
10218,10688,2
6937,22949,4
11618,40226,5
3429,33713,2
9549,14639,5
6976,24752,5
11011,9510,5
8035,14004,3
428,29944,1
11464,19330,3
4875,37425,3
13441,2666,4
5030,416,4
7883,2685,3
6275,2560,1
8232,3972,5
1824,42862,2
121,2584,5
1753,36720,5
7394,23841,4
1809,36116,5
2081,36313,4
796,42415,3
13634,21399,4
6754,20645,2
3035,21546,5
6979,15763,3
12082,18848,4
7317,41296,5
5071,30126,4
12147,2789,5
10300,10834,2
13659,7489,5
9775,7939,2
6053,15771,4
5198,12870,4
9314,40798,3
384,16764,4
9665,6887,2
2278,29071,3
4014,14273,3
872,2567,2
7499,32847,3
8062,7840,3
9272,22130,2
2715,965,4
9115,2674,4
7354,34487,1
1323,43371,3
7219,42125,4
7682,3528,4
2481,3964,4
3790,9113,4
3712,2701,4
3397,13340,3
3461,11085,3
13254,35931,3
11616,29045,2
2232,5949,4
1900,22798,2
9723,12978,2
162,1863,3
13256,40323,5
12297,38284,3
462,22586,1
10891,14898,1
5002,32827,1
8389,4508,2
12565,15476,2
2541,27279,5
2460,30512,2
5661,25073,3
11152,26428,3
11131,14061,2
13702,35103,1
7785,19774,3
325,28211,1
10978,11684,3
2879,33572,2
270,42405,3
12290,5692,5
4444,17928,3
13577,26682,1
3508,7086,2
4274,9333,3
10048,34709,5
11460,33425,3
12523,23423,5
6593,22733,2
12290,18723,4
1813,22901,4
220,19319,4
6012,43163,5
12490,7591,3
5188,27040,5
5661,43526,2
8313,18659,4
4067,26168,1
4208,31949,3
10423,24733,2
10468,5721,4
1250,5154,3
3008,16588,2
10831,41402,4
7520,9508,5
5877,13159,4
13898,11109,3
1462,5211,1
3500,15994,4
10570,20879,4
915,27101,5
10919,40024,1
11112,37222,2
12301,14861,1
12775,18051,1
13778,11775,1
9179,12143,4
4210,19025,4
3512,28691,4
10702,9081,4
4916,36591,3
1811,22008,5
9597,29237,1
9550,35516,3
7234,27142,3
6799,1888,4
639,19449,4
5898,23927,3
9799,22448,2
4117,41105,3
10856,7289,1
12261,28066,1
1452,30222,5
8143,27387,1
6585,23854,2
8633,16792,5
12040,41574,4
8392,34987,2
7806,12106,4
13857,15239,5
4480,10061,2
6323,17823,1
8331,21295,5
4655,16584,1
4519,40616,4
13180,37566,1
7621,22405,1
2502,3792,1
7789,36088,2
5526,32188,3
7264,43781,3
435,40289,2
5082,26063,1
4170,38181,5
3573,7671,5
13392,8324,2
9529,25248,1
7562,18541,5
11937,4924,3
9346,15921,3
9488,6901,1
4592,23361,4
11220,21929,2
7566,34759,1
9702,39559,2
5478,716,4
8087,26818,4
1145,13358,5
11288,13370,5
5139,10289,3
7356,43615,1
2152,35490,4
13787,203,5
8857,9538,2
1737,1366,5
103,28821,1
1130,18002,3
3811,17461,4
12588,4016,2
3057,4841,1
4244,20455,2
5794,5923,1
10219,21665,3
6650,31289,1
2917,37253,2
5595,13053,4
262,4380,4
7062,29871,4
12294,15675,3
3943,18566,2
927,17406,2
3587,289,1
1171,34140,3
5029,27536,2
4369,28199,4
10056,38265,1
8783,35277,3
12856,8073,5
413,11819,4
2498,43625,5
5701,8753,2
12752,17844,4
4801,42181,5
9006,40255,2
13943,3770,1
11366,4732,5
11456,35941,2
8280,7069,3
6117,34827,3
11608,22156,2
11660,24701,2
11207,13762,1
6034,41950,2
7525,26329,4
1473,23766,4
5633,23695,5
13650,10005,5
5517,20811,1
11283,248,3
13693,13812,2
12763,34320,3
8092,24871,3
12611,33162,4
11754,36936,3
4785,13195,2
11979,1402,2
624,40780,2
4166,39782,5
11882,5606,3
649,43535,1
13957,28186,5
9230,20953,3
9280,19844,2
5625,28023,2
5204,16440,5
8944,29629,4
4004,14868,3
1656,15370,2
7518,10857,4
13096,31064,5
10244,26670,1
1789,33624,4
4608,14152,3
7756,21701,3
5324,2242,3
11817,39767,4
6539,3016,5
12157,4865,5
4329,21341,4
1953,1208,3
1019,5430,1
12964,23864,3
12129,18783,4
12237,1899,5
2522,34394,5
4997,26851,3
10361,21621,1
12091,37730,1
4793,8888,2
8811,13336,5
6272,41207,3
11388,43057,3
3054,18612,2
10194,18408,2
6159,6640,3
8024,32327,5
4554,22838,3
1361,34826,5
3036,32925,2
12350,32564,1
9060,22792,1
6826,17342,2
6978,12406,5
12932,41768,1
5011,9974,2
11950,23092,1
6652,9072,1
1,16551,1
8398,11632,2
1524,22486,4
12889,18019,3
6735,20342,5
375,37215,1
13930,5403,5
13110,17207,2
2156,21560,3
3960,4295,4
13060,12229,4
9751,34928,4
9452,7136,5
884,34091,4
6768,39885,4
1754,30573,4
3157,24701,2
10963,2554,2
6052,4579,5
5064,18635,4
10441,34783,1
3703,23104,1
4020,28535,5
11022,33573,1
762,33153,5
9895,19639,1
2843,16397,4
7549,38920,4
10432,22615,2
195,28656,1
5073,42273,5
6629,11632,5
13918,24697,1
1170,20798,3
796,36117,5
8280,27842,5
13399,24597,3
8352,2215,2
3350,27842,2
5429,12282,3
7035,30698,3
3727,16030,3
8303,27158,4
2044,41041,4
9066,18209,2
3959,10662,2
10417,6711,3
8611,14387,3
8963,15317,4
4983,28193,1
9481,39029,4
9191,2905,5
1218,13431,5
7030,20701,2
2365,19109,2
7766,18643,3
3741,13174,2
9084,29953,4
8703,14076,4
5351,20415,3
5251,38542,3
7270,27899,3
3613,30983,3
13729,39442,5
8771,9380,5
11279,22766,3
6907,15469,2
4440,8175,5
433,42622,1
12551,40453,2
6482,24395,2
11386,30094,5
3107,2611,2
5350,28338,1
4899,34059,4
1783,6512,3
6767,19728,2
3505,2982,2
2112,6674,1
3604,3535,1
5680,27359,2
8649,1635,5
8706,3865,4
9687,39207,4
7366,44094,5
4097,1835,2
5413,2354,5
5958,42395,5
3953,22523,3
12190,40653,2
2050,10205,3
4160,16068,4
2898,17409,1
2424,35795,5
7942,1012,4
5719,15230,5
313,24463,1
5921,5586,3
12900,17196,2
5551,37290,2
13817,14100,3
8106,16816,3
8270,30073,4
13771,9860,5
2634,43074,3
1097,41737,5
12376,15121,3
9535,10892,1
1789,18637,2
10726,29829,4
3804,20722,3
5189,9416,5
13625,7473,3
3458,19408,2
11659,23116,1
11672,2018,5
2279,23076,4
4761,23782,5
7386,40024,1
4331,1940,1
145,15927,1
13811,1361,1
12089,11995,4
11188,33026,4
139,24845,3
13684,39769,3
2495,9610,2
11541,40509,1
13254,651,2
11039,19417,5
1205,8654,1
8608,1875,4
1351,36009,3
4358,21654,2
10715,34601,1
11633,5737,2
12218,43872,3
5052,28822,4
13206,6209,5
6548,11094,1
12333,306,1
3462,17959,1
8455,21963,4
1125,9927,4
6826,39674,3
637,4809,5
7826,28016,5
1293,27448,4
12208,28750,5
3398,2448,5
9503,39613,3
12508,7550,3
11158,16771,4
3963,9531,1
6132,6638,1
5059,34071,2
8812,14877,5
1973,36874,4
2584,29843,1
3359,31757,2
2388,17059,2
1106,16617,4
13728,34942,1
12893,798,2
13689,7691,4
8795,24052,3
7954,39055,4
11459,16959,5
10029,10551,4
4119,31773,3
1085,2121,2
2615,20793,4
1503,21622,2
13290,43939,4
8748,40432,2
7208,40911,2
8703,13779,2
13107,42707,3
11146,36747,4
4585,31314,2
13978,27003,2
1003,16834,1
3593,10519,5
812,25546,2
7309,28232,3
4325,33300,4
427,23584,2
13831,42282,5
8023,12245,5
6595,11719,1
7134,43998,5
