uid,mid
12861,27445
9118,24735
10984,41746
4872,34572
2830,26416
13706,15390
8368,27745
8373,18683
6463,34311
10350,7260
916,12547
7620,2155
257,8767
7872,11231
12026,17766
10684,5903
2027,1223
11015,27051
3630,34270
6051,9051
3541,3575
13498,36498
2885,11158
2802,19576
8054,40245
4028,17946
3480,14963
6731,35291
1017,35160
8184,24853
10462,30685
13832,11797
9869,24451
659,34847
3353,17505
10884,30042
2595,10716
4661,21804
9274,3371
6976,1909
3731,37076
6125,21135
318,44066
6392,3588
445,30024
7409,2414
2023,25039
7838,22556
8635,10953
12564,3458
4827,8465
1112,1151
2321,32265
7301,40223
13154,32787
7265,9809
13398,38346
6302,4082
12411,39223
2514,8934
6335,2672
1988,43740
13848,31218
5417,39156
11327,39602
10355,19009
7813,21884
6973,33283
1220,32975
3212,33716
4256,43402
4137,15381
13517,18213
4528,28175
10457,6862
8733,6095
2753,39114
11649,24364
11005,22311
3578,39301
3039,5944
12663,14570
7305,42617
7748,8794
8882,38208
2081,25288
11037,33972
1169,42352
12256,31370
4400,23024
12508,23898
12874,23011
11867,40155
3102,35900
1064,20115
8867,19051
2919,21126
12288,28559
1306,20397
324,27126
4379,22581
3280,38974
596,23575
10419,24620
143,13870
3661,659
3150,12123
8975,43828
481,13336
1064,21678
11747,28224
9292,29815
5915,18076
3147,43186
11704,11259
7492,30528
2397,10140
2378,42326
9894,40504
4461,19515
217,20918
6894,29098
9567,17789
3822,25062
13827,9948
8545,15545
9234,20015
5053,14796
619,32633
9174,19353
8494,23654
11669,1580
11081,31759
243,43756
8096,38761
532,32819
10489,6453
3844,37922
11448,15341
12188,2788
8281,15840
4548,2156
11532,7020
5431,20615
4646,26191
2918,40376
5823,10929
13011,8599
11557,20582
8772,13920
8486,38181
12753,4500
13396,37678
2077,43863
7091,25603
9758,29693
12630,40423
13170,21761
2406,2921
7320,24086
11660,22926
10365,5616
9808,37084
13655,2784
699,9606
8270,19193
12135,3332
11629,31857
5880,2847
9704,33698
4692,37587
7854,35031
12162,12776
7627,7550
11220,22438
8835,23959
13748,24244
933,42178
13813,42425
13831,28985
3910,36943
942,37539
4804,5834
4602,23387
6670,34814
4868,33806
12541,6243
4563,28705
10559,42420
5287,24833
3415,12322
10845,38931
4793,32408
4406,4074
10283,17668
3768,16036
1659,6733
12305,3488
1935,34953
6153,29426
7226,19572
11578,29076
11174,42186
821,5496
9531,18682
11747,14782
6792,39866
12005,8470
9352,16203
13058,19929
377,10986
1176,39600
3980,16776
2976,969
10871,10383
3065,5152
9439,26805
7080,43587
11784,32260
1042,20749
4855,19692
10004,32021
13531,43561
161,27257
8923,6126
8600,4371
11684,4839
659,3135
9888,43200
9112,11557
13488,33823
3765,27978
9312,20114
2346,30567
13044,2670
899,16082
10738,12939
4726,5718
9678,12283
1330,42066
6815,14202
12319,16290
11567,24407
7001,31287
6111,12874
13010,16513
13131,28928
3644,23462
12487,20711
8033,19953
4236,13449
7061,15199
9641,7623
5430,40849
5172,2403
13342,36325
5706,28468
10123,34962
8184,43008
2987,20740
10783,18519
10870,26548
10845,28937
5672,20288
3713,41352
1654,25477
6778,12876
1602,10687
12358,17537
2158,34063
3737,25042
2095,31654
13294,21674
1389,10368
4160,19630
11039,23101
8109,6655
10040,25064
12497,19323
1698,19011
1417,12694
6051,9242
2536,29779
1193,36844
5168,12652
9792,25967
9413,9276
8583,1659
11336,28964
10512,6933
13445,14249
12641,24438
3882,39728
2191,18202
11896,41151
2303,24356
6083,15000
270,6377
7264,3477
13383,4367
6109,25734
10789,12459
12286,32796
1762,20616
12658,11165
10832,39317
8962,3025
1918,29560
5242,1265
1451,9048
3167,6588
3354,6578
6294,17636
641,3871
5326,34095
8060,9218
2178,17603
2135,606
4629,22344
1847,13004
9902,43258
1944,32090
2737,17662
1695,16783
11683,30030
4497,13488
11892,39043
3894,22066
713,10845
1227,19324
5586,25398
13762,17329
5890,43740
10402,38734
10626,29716
11026,39117
12563,17581
7728,824
1582,26473
7943,7085
5104,12456
9844,10608
2208,16920
1139,19395
2526,10820
8074,11970
1677,17334
1403,11701
5012,31793
8888,33312
1715,36669
13167,11946
7598,36993
13594,35635
4861,18631
5457,41037
5287,24945
6717,23361
6188,12814
6799,4602
195,12931
6752,4334
5970,5400
4366,17840
332,40205
7321,20196
8127,27849
5313,23694
4120,40855
11205,36451
6168,1855
2637,31559
10290,2986
1632,43586
849,19279
11655,40265
10545,33327
13529,19281
7491,34023
11952,15668
7918,18066
5602,21656
4330,10007
635,6284
5605,41623
8556,3326
8021,30784
5226,3144
11747,35806
11695,12418
8792,31301
1224,26527
10366,28897
3240,37444
11529,27607
13475,39917
13195,7552
8648,35437
3815,2247
9743,39422
13311,43902
4162,7650
4290,41210
9968,889
9339,41984
7376,29425
2604,41560
5111,11076
6628,22700
4822,9951
776,5414
4027,39306
10416,3570
13136,1243
5655,37098
4111,30086
7434,10488
11589,18310
814,30772
169,26639
9580,36164
10209,21616
4252,8040
13256,8199
8606,34355
2244,3825
9739,24000
13256,3437
9842,28015
6808,40858
4302,16058
11319,1311
7236,9820
8747,13458
9173,478
11820,8907
4031,9869
9402,18547
1170,33277
3971,7320
4710,33150
13194,1846
7360,23685
6474,29859
10211,42679
9213,26668
4747,25294
6887,24894
10568,4630
9342,5705
7551,1777
4769,31237
636,1245
2256,1334
2346,3670
9339,17585
4664,27278
2839,1934
12156,33515
13287,41801
6136,24358
12768,27072
12444,6828
12897,30845
12812,25665
4770,793
1655,39696
12049,17652
1259,42511
5514,39138
2817,19075
10645,7875
565,16677
9703,39633
1563,36791
8020,18033
903,30886
8458,11009
6814,43879
12413,5172
12429,9590
12512,18078
10686,6711
5168,20237
8107,38228
1740,14938
8344,9755
1224,25689
1448,7049
862,22569
3990,32048
8969,9484
3549,17546
10295,17414
7424,28914
11429,33747
1885,8710
9764,25359
980,11024
7829,29852
4001,28757
4587,11146
9825,21193
2168,18840
407,27411
6364,40161
13971,11448
5412,21034
905,41356
10522,10130
6936,30359
11144,13908
11050,21638
2127,38197
9794,22370
12832,29482
10857,31682
10181,2590
13760,23561
7224,3035
2800,170
8883,26914
2242,3240
710,3416
1042,19953
5772,11409
4746,3485
12660,18226
12051,14924
7961,20937
2108,39613
3792,19411
585,29998
4445,36734
2523,39953
5082,21864
8828,5381
9574,20711
